Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,2323,32,1,0,1,1,0,0.8,0.4,0.8,1.2,21,80,20,5,0,0.039,0.0,0.031,24.8,1,1,Delantero Goleador,1.1,0.94,0.2
Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,24.0,1516,31,5,1,6,5,0,6.0,1.5,6.0,7.5,17,25,80,5,1,0.298,0.06,0.357,81.2,0,0,Mediocampista Creativo,7.68,6.51,-1.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31.0,1758,27,1,0,1,1,0,1.8,0.6,1.8,2.4,7,51,7,7,0,0.051,0.0,0.092,17.8,0,0,Mediocampista Creativo,2.28,1.58,-0.8
Arne Maier,de GER,MF,Augsburg,de Bundesliga,25.0,938,28,0,0,0,0,0,1.5,1.5,1.5,3.0,19,44,56,0,1,0.0,0.0,0.144,20.7,0,0,Mediocampista Creativo,2.87,1.77,-1.5
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29.0,3060,34,1,1,2,1,0,1.9,0.3,1.9,2.3,21,102,12,3,0,0.029,0.029,0.056,19.7,0,1,Delantero Goleador,2.23,2.07,-0.9
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19.0,1651,25,0,0,0,0,0,0.7,1.6,0.7,2.3,22,65,47,5,0,0.0,0.0,0.038,19.3,0,0,Mediocampista Creativo,2.13,0.69,-0.7
Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26.0,1985,32,1,4,5,1,0,2.9,3.4,2.9,6.4,33,102,110,1,0,0.045,0.181,0.131,26.3,0,1,Delantero Goleador,6.34,5.34,-1.9
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26.0,304,9,2,1,3,1,1,1.4,1.1,0.6,1.7,8,17,10,1,0,0.588,0.294,0.412,34.0,1,0,Mediocampista Creativo,2.29,2.81,0.6
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22.0,745,19,0,0,0,0,0,0.0,0.2,0.0,0.2,9,15,35,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.09,0.09,0.0
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26.0,2150,33,0,3,3,0,0,0.3,0.9,0.3,1.3,11,92,14,4,1,0.0,0.126,0.013,26.6,0,1,Delantero Goleador,1.03,2.39,-0.3
Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32.0,581,7,0,0,0,0,0,0.0,0.0,0.0,0.1,1,11,0,2,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.05,0.0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24.0,100,3,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,6,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.0,0.0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,454,10,1,1,2,1,0,0.2,0.5,0.2,0.7,8,24,4,1,0,0.2,0.2,0.04,17.6,1,0,Mediocampista Creativo,0.43,1.72,0.8
Daniel Maldini,it ITA,MF,Monza,it Serie A,22.0,1306,20,3,0,3,3,0,4.8,0.9,4.8,5.7,41,34,66,5,0,0.207,0.0,0.331,42.8,0,0,Mediocampista Creativo,5.92,4.36,-1.8
Daniel Maldini,it ITA,FW,Atalanta,it Serie A,22.0,258,10,3,0,3,3,0,1.9,0.2,1.9,2.1,12,7,30,0,0,1.034,0.0,0.655,52.2,1,0,Mediocampista Creativo,1.97,2.56,1.1
Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25.0,1510,22,0,1,1,0,0,0.9,0.9,0.9,1.8,10,72,37,5,1,0.0,0.06,0.054,22.3,0,0,Mediocampista Creativo,1.65,1.31,-0.9
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25.0,305,14,3,0,3,3,0,2.2,0.2,2.2,2.4,12,6,30,0,0,0.882,0.0,0.647,53.0,1,0,Mediocampista Creativo,2.29,2.89,0.8
Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,25.0,614,14,3,0,3,3,0,2.9,0.2,2.9,3.2,23,17,75,1,0,0.441,0.0,0.426,54.8,1,0,Mediocampista Creativo,3.11,2.61,0.1
Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,31.0,383,9,0,2,2,0,0,0.2,1.5,0.2,1.7,3,32,10,2,0,0.0,0.465,0.047,23.8,0,0,Mediocampista Creativo,1.38,1.88,-0.2
Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24.0,760,11,0,0,0,0,0,0.3,0.0,0.3,0.4,1,14,0,1,0,0.0,0.0,0.036,18.5,0,0,Mediocampista Creativo,0.01,0.04,-0.3
Dennis Man,ro ROU,FW,Parma,it Serie A,25.0,1995,33,4,4,8,4,0,5.5,4.2,5.5,9.7,67,60,142,0,0,0.18,0.18,0.248,83.8,0,1,Delantero Goleador,9.97,9.62,-1.5
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28.0,3143,37,2,0,2,2,0,1.7,0.9,1.7,2.6,45,139,23,8,0,0.057,0.0,0.049,21.2,1,1,Delantero Goleador,2.75,1.97,0.3
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,941,19,0,0,0,0,0,0.1,0.1,0.1,0.2,14,34,15,4,0,0.0,0.0,0.01,12.1,0,0,Mediocampista Creativo,-0.03,0.0,-0.1
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32.0,1733,24,0,0,0,0,0,0.3,0.4,0.3,0.8,12,82,21,3,0,0.0,0.0,0.016,12.4,0,0,Mediocampista Creativo,0.55,0.1,-0.3
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27.0,1856,28,4,2,6,3,1,2.7,4.8,1.9,6.6,11,92,34,7,0,0.194,0.097,0.131,49.9,1,1,Delantero Goleador,7.36,6.57,1.3
Orel Mangala,be BEL,MF,Everton,eng Premier League,26.0,1261,19,1,0,1,1,0,1.1,0.6,1.1,1.8,6,34,19,2,0,0.071,0.0,0.079,25.4,0,0,Mediocampista Creativo,1.5,1.16,-0.1
Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28.0,1462,24,0,1,1,0,0,0.3,3.2,0.3,3.6,14,35,74,2,0,0.0,0.062,0.019,14.2,0,0,Mediocampista Creativo,3.14,1.39,-0.3
Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,515,10,0,0,0,0,0,0.0,0.0,0.0,0.0,3,24,5,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.28,0.0,0.0
Johan Manzambi,ch SUI,FW,Freiburg,de Bundesliga,18.0,335,11,2,1,3,2,0,1.3,0.4,1.3,1.8,7,10,12,2,0,0.541,0.27,0.351,47.0,1,0,Mediocampista Creativo,1.5,2.64,0.7
Sekou Mara,fr FRA,FW,Strasbourg,fr Ligue 1,22.0,768,25,1,1,2,1,0,2.0,1.0,2.0,3.0,9,11,47,2,0,0.118,0.118,0.235,41.2,0,0,Mediocampista Creativo,2.83,2.19,-1.0
Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21.0,354,8,0,0,0,0,0,0.3,0.0,0.3,0.3,2,10,1,2,0,0.0,0.0,0.077,12.4,0,0,Mediocampista Creativo,0.01,0.06,-0.3
Marcão,br BRA,DF,Sevilla,es La Liga,28.0,552,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0,19,1,6,1,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.31,0.05,0.0
Solly March,eng ENG,FW,Brighton,eng Premier League,30.0,168,8,0,0,0,0,0,0.1,0.3,0.1,0.4,5,2,20,2,0,0.0,0.0,0.053,25.2,0,0,Mediocampista Creativo,0.08,0.05,-0.1
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35.0,1564,26,0,4,4,0,0,1.0,2.6,1.0,3.6,26,102,78,0,0,0.0,0.23,0.057,20.4,0,1,Delantero Goleador,3.5,3.99,-1.0
Pablo Marí,es ESP,DF,Monza,it Serie A,30.0,1628,19,0,0,0,0,0,0.2,0.1,0.2,0.3,5,58,1,4,1,0.0,0.0,0.011,12.2,0,0,Mediocampista Creativo,0.08,0.24,-0.2
Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30.0,1098,13,0,0,0,0,0,0.1,0.0,0.1,0.1,2,27,0,2,0,0.0,0.0,0.008,12.1,0,0,Mediocampista Creativo,-0.19,0.0,-0.1
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29.0,1999,27,0,1,1,0,0,0.4,0.2,0.4,0.7,3,64,1,5,0,0.0,0.045,0.018,14.3,0,1,Delantero Goleador,0.39,0.89,-0.4
Luca Marianucci,it ITA,DF,Empoli,it Serie A,20.0,1069,18,0,0,0,0,0,0.6,0.2,0.6,0.8,12,28,3,0,1,0.0,0.0,0.05,12.7,0,0,Mediocampista Creativo,0.59,0.26,-0.6
Mirko Marić,hr CRO,FW,Monza,it Serie A,29.0,106,8,0,0,0,0,0,0.2,0.0,0.2,0.2,1,3,8,0,0,0.0,0.0,0.167,25.5,0,0,Mediocampista Creativo,-0.11,0.01,-0.2
Mirko Marić,hr CRO,FW,Venezia,it Serie A,29.0,356,10,0,0,0,0,0,0.6,0.0,0.6,0.6,4,9,27,0,0,0.0,0.0,0.15,26.5,0,0,Mediocampista Creativo,0.34,0.37,-0.6
Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,19.0,241,9,2,0,2,2,0,1.0,0.1,1.0,1.1,3,4,12,1,0,0.741,0.0,0.37,42.5,1,0,Mediocampista Creativo,0.86,1.28,1.0
Rafa Marín,es ESP,DF,Napoli,it Serie A,22.0,142,4,0,0,0,0,0,0.2,0.0,0.2,0.2,2,5,0,1,0,0.0,0.0,0.125,12.2,0,0,Mediocampista Creativo,-0.1,0.07,-0.2
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21.0,1239,23,1,2,3,1,0,1.4,1.0,1.4,2.4,20,45,47,3,0,0.072,0.145,0.101,31.3,0,0,Mediocampista Creativo,2.28,2.7,-0.4
Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28.0,1406,33,3,2,5,1,2,2.4,3.6,0.8,4.5,22,84,29,4,0,0.192,0.128,0.154,43.9,1,1,Delantero Goleador,5.93,5.11,0.6
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30.0,2340,28,1,1,2,1,0,0.9,1.0,0.9,2.0,14,96,9,4,1,0.038,0.038,0.035,18.5,1,1,Delantero Goleador,1.79,1.83,0.1
Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23.0,2399,30,0,1,1,0,0,0.4,1.5,0.4,1.9,33,106,62,5,0,0.0,0.037,0.015,14.3,0,1,Delantero Goleador,1.82,1.11,-0.4
Omar Marmoush,eg EGY,FW,Manchester City,eng Premier League,25.0,1175,16,7,0,7,7,0,5.5,2.8,5.5,8.3,29,37,78,0,0,0.534,0.0,0.42,91.3,1,0,Mediocampista Creativo,8.46,7.47,1.5
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25.0,1448,17,15,9,24,13,2,8.8,6.2,7.3,13.5,73,50,125,2,0,0.932,0.559,0.547,193.2,1,1,Delantero Goleador,15.47,20.24,6.2
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30.0,1725,22,2,0,2,2,0,1.1,0.8,1.1,1.9,29,151,4,3,0,0.104,0.0,0.057,20.5,1,1,Delantero Goleador,1.99,2.13,0.9
Ange Martial Tia,ml MLI,MF,Reims,fr Ligue 1,17.0,171,6,0,0,0,0,0,1.3,0.0,1.3,1.3,2,8,9,0,0,0.0,0.0,0.684,20.3,0,0,Mediocampista Creativo,1.1,0.87,-1.3
Aarón Martín,es ESP,DF,Genoa,it Serie A,27.0,3085,36,0,8,8,0,0,0.9,5.5,0.9,6.4,50,90,108,5,0,0.0,0.233,0.026,27.5,0,1,Delantero Goleador,6.2,7.21,-0.9
Carlos Martín,es ESP,FW,Alavés,es La Liga,22.0,1333,26,2,2,4,2,0,2.3,2.7,2.3,5.0,13,21,67,3,0,0.135,0.135,0.155,53.2,0,0,Mediocampista Creativo,4.8,4.29,-0.3
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,1038,28,1,3,4,1,0,0.5,1.1,0.5,1.6,10,40,122,2,0,0.087,0.261,0.043,21.6,1,0,Mediocampista Creativo,1.36,2.67,0.5
Iván Martín,es ESP,MF,Girona,es La Liga,25.0,2039,32,1,1,2,1,0,1.8,1.9,1.8,3.6,57,131,76,1,0,0.044,0.044,0.079,29.3,0,1,Delantero Goleador,3.86,2.14,-0.8
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18.0,904,13,0,1,1,0,0,0.6,0.2,0.6,0.8,4,34,0,2,0,0.0,0.1,0.06,14.5,0,0,Mediocampista Creativo,0.57,0.8,-0.6
Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34.0,496,17,1,0,1,1,0,0.4,0.3,0.4,0.7,8,21,9,2,0,0.182,0.0,0.073,24.1,1,0,Mediocampista Creativo,0.45,0.9,0.6
Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,1748,30,0,1,1,0,0,1.8,1.4,1.8,3.2,18,66,22,8,3,0.0,0.052,0.093,23.9,0,0,Mediocampista Creativo,3.12,1.49,-1.8
Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,23.0,2290,33,8,4,12,8,0,7.4,5.0,7.4,12.4,124,52,289,1,0,0.315,0.157,0.291,118.5,1,1,Delantero Goleador,12.99,11.65,0.6
Arnau Martinez,es ESP,DF,Girona,es La Liga,21.0,2624,32,2,2,4,2,0,1.2,2.2,1.2,3.5,41,162,102,3,0,0.068,0.068,0.041,24.2,1,1,Delantero Goleador,3.49,3.6,0.8
Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,2490,28,0,4,4,0,0,0.5,2.6,0.5,3.1,70,260,11,5,0,0.0,0.144,0.018,19.8,0,1,Delantero Goleador,3.42,4.0,-0.5
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26.0,2474,30,12,3,15,12,0,13.5,4.3,13.5,17.8,34,68,197,1,0,0.436,0.109,0.491,160.0,0,1,Delantero Goleador,18.61,16.4,-1.5
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,1751,20,2,1,3,2,0,1.3,1.1,1.3,2.4,23,117,7,7,0,0.103,0.051,0.067,22.6,1,1,Delantero Goleador,2.41,3.05,0.7
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28.0,351,8,1,0,1,1,0,0.7,0.0,0.7,0.7,3,14,2,1,0,0.256,0.0,0.179,16.4,1,0,Mediocampista Creativo,0.46,0.85,0.3
Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21.0,261,5,1,0,1,1,0,0.3,0.1,0.3,0.4,1,5,2,0,0,0.345,0.0,0.103,16.0,1,0,Mediocampista Creativo,0.1,0.67,0.7
Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,1012,28,4,0,4,4,0,3.6,0.6,3.6,4.2,13,11,57,1,0,0.357,0.0,0.321,64.0,1,0,Mediocampista Creativo,4.19,4.2,0.4
Kevin Martins,it ITA,MF,Monza,it Serie A,19.0,183,9,0,1,1,0,0,0.0,0.4,0.0,0.4,3,6,10,1,0,0.0,0.5,0.0,20.7,0,0,Mediocampista Creativo,0.07,0.64,0.0
Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,2337,35,4,0,4,4,0,2.0,0.6,2.0,2.6,23,84,108,1,0,0.154,0.0,0.077,28.8,1,1,Delantero Goleador,2.61,3.17,2.0
Marvin,es ESP,DF,Las Palmas,es La Liga,24.0,1038,23,0,0,0,0,0,0.2,1.1,0.2,1.3,29,30,72,4,0,0.0,0.0,0.017,12.2,0,0,Mediocampista Creativo,1.08,0.56,-0.2
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31.0,1992,32,1,0,1,1,0,0.5,0.2,0.5,0.7,10,75,12,5,1,0.045,0.0,0.023,24.3,1,1,Delantero Goleador,0.54,0.8,0.5
Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,1919,28,1,2,3,1,0,0.7,0.3,0.7,1.0,15,73,10,5,0,0.047,0.094,0.033,20.0,1,1,Delantero Goleador,0.87,2.35,0.3
Patrizio Masini,it ITA,MF,Genoa,it Serie A,23.0,1538,26,1,0,1,1,0,0.4,0.2,0.4,0.6,16,44,27,3,0,0.058,0.0,0.023,24.1,1,0,Mediocampista Creativo,0.41,0.64,0.6
Giorgos Masouras,gr GRE,FW,Bochum,de Bundesliga,30.0,1055,14,2,1,3,2,0,3.9,1.1,3.9,5.0,26,19,82,1,0,0.171,0.085,0.333,53.5,0,0,Mediocampista Creativo,5.06,3.66,-1.9
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25.0,910,16,1,1,2,1,0,0.6,0.9,0.6,1.5,1,35,4,2,0,0.099,0.099,0.059,18.1,1,0,Mediocampista Creativo,1.23,1.9,0.4
Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23.0,1046,17,0,0,0,0,0,0.4,0.4,0.4,0.8,13,28,13,5,0,0.0,0.0,0.034,18.7,0,0,Mediocampista Creativo,0.57,0.18,-0.4
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31.0,2370,29,0,4,4,0,0,0.2,1.4,0.2,1.6,20,88,23,6,0,0.0,0.152,0.008,19.4,0,1,Delantero Goleador,1.42,3.09,-0.2
Jaime Mata,es ESP,FW,Las Palmas,es La Liga,35.0,656,30,0,0,0,0,0,2.6,0.1,2.6,2.8,6,10,48,9,0,0.0,0.0,0.356,31.5,0,0,Mediocampista Creativo,2.61,0.47,-2.6
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21.0,312,16,1,0,1,1,0,1.1,0.0,1.1,1.2,2,6,19,0,0,0.286,0.0,0.314,35.2,0,0,Mediocampista Creativo,0.87,1.05,-0.1
Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21.0,1913,36,3,2,5,3,0,3.7,1.6,3.7,5.3,33,88,53,6,0,0.141,0.094,0.174,46.3,0,1,Delantero Goleador,5.46,5.23,-0.7
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27.0,2648,37,14,2,16,12,2,13.5,3.2,11.9,15.1,45,52,122,2,0,0.476,0.068,0.459,171.2,1,1,Delantero Goleador,17.56,17.22,0.5
Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35.0,2010,29,0,1,1,0,0,0.1,1.3,0.1,1.3,35,150,15,1,0,0.0,0.045,0.004,20.9,0,1,Delantero Goleador,1.4,1.16,-0.1
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22.0,2551,30,1,1,2,1,0,1.8,0.3,1.8,2.1,14,84,13,4,0,0.035,0.035,0.064,19.6,0,1,Delantero Goleador,2.07,1.99,-0.8
Jean Mattéo Bahoya,fr FRA,MF,Eint Frankfurt,de Bundesliga,19.0,921,24,2,3,5,2,0,1.9,1.7,1.9,3.6,24,28,93,3,0,0.196,0.294,0.186,40.3,1,0,Mediocampista Creativo,3.48,4.33,0.1
Alan Matturro,uy URU,DF,Genoa,it Serie A,19.0,900,13,0,0,0,0,0,0.2,0.2,0.2,0.4,12,15,9,2,0,0.0,0.0,0.02,12.2,0,0,Mediocampista Creativo,0.13,0.22,-0.2
Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26.0,2078,29,1,3,4,1,0,1.2,1.8,1.2,3.1,19,134,26,3,0,0.043,0.13,0.052,33.7,0,1,Delantero Goleador,2.98,3.44,-0.2
Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27.0,1042,22,4,4,8,4,0,4.1,2.2,4.1,6.3,12,37,81,3,1,0.345,0.345,0.353,80.3,0,0,Mediocampista Creativo,6.31,7.23,-0.1
Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26.0,1615,30,4,1,5,4,0,1.8,2.6,1.8,4.4,91,57,138,2,0,0.223,0.056,0.101,63.3,1,1,Delantero Goleador,4.53,4.75,2.2
Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26.0,2045,33,0,0,0,0,0,1.5,0.5,1.5,2.0,17,61,2,6,1,0.0,0.0,0.066,13.8,0,1,Delantero Goleador,1.91,0.64,-1.5
Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19.0,1501,22,0,0,0,0,0,0.1,0.0,0.1,0.1,13,44,10,3,0,0.0,0.0,0.006,12.1,0,0,Mediocampista Creativo,-0.12,0.03,-0.1
Keke Maximilian Topp,de GER,FW,Werder Bremen,de Bundesliga,20.0,252,19,2,2,4,2,0,1.0,2.0,1.0,3.0,10,9,27,1,0,0.714,0.714,0.357,50.0,1,0,Mediocampista Creativo,2.71,3.69,1.0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,27.0,1114,24,5,1,6,4,1,3.4,0.9,2.6,3.6,10,13,43,0,0,0.403,0.081,0.274,74.8,1,0,Mediocampista Creativo,4.25,5.02,1.6
Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18.0,808,20,2,2,4,2,0,2.9,2.1,2.9,4.9,29,46,56,1,0,0.222,0.222,0.322,39.4,0,0,Mediocampista Creativo,5.0,4.12,-0.9
Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26.0,2838,37,0,1,1,0,0,0.7,1.5,0.7,2.2,42,115,58,3,0,0.0,0.032,0.022,14.6,0,1,Delantero Goleador,2.19,1.62,-0.7
Luca Mazzitelli,it ITA,MF,Como,it Serie A,28.0,335,11,1,1,2,1,0,0.2,0.6,0.2,0.8,2,27,14,1,0,0.27,0.27,0.054,26.5,1,0,Mediocampista Creativo,0.51,1.7,0.8
Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,29.0,702,20,0,0,0,0,0,0.3,0.4,0.3,0.6,20,23,43,3,0,0.0,0.0,0.038,12.4,0,0,Mediocampista Creativo,0.48,0.13,-0.3
Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20.0,709,23,3,3,6,3,0,0.6,1.4,0.6,2.0,25,17,44,1,0,0.38,0.38,0.076,60.2,1,0,Mediocampista Creativo,1.77,4.77,2.4
Ethan Mbappé,fr FRA,MF,Lille,fr Ligue 1,17.0,222,10,0,0,0,0,0,1.1,1.5,1.1,2.6,6,8,32,3,0,0.0,0.0,0.44,20.0,0,0,Mediocampista Creativo,2.33,0.69,-1.1
Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25.0,2907,34,31,3,34,24,7,25.9,7.7,18.6,26.3,150,140,386,3,1,0.96,0.093,0.802,200.0,1,1,Delantero Goleador,35.85,33.81,5.1
Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,16.0,340,9,1,1,2,1,0,1.8,1.1,1.8,2.9,15,9,54,0,0,0.263,0.263,0.474,40.8,0,0,Mediocampista Creativo,2.74,2.33,-0.8
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24.0,3414,38,20,7,27,15,5,12.3,8.3,7.5,15.9,130,141,351,3,0,0.528,0.185,0.325,200.0,1,1,Delantero Goleador,21.62,23.71,7.7
James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21.0,349,15,3,0,3,3,0,2.8,0.5,2.8,3.3,7,7,32,1,0,0.769,0.0,0.718,39.2,1,0,Mediocampista Creativo,3.21,2.92,0.2
Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22.0,852,18,1,1,2,1,0,1.0,0.7,1.0,1.7,19,14,71,3,0,0.105,0.105,0.105,38.8,0,0,Mediocampista Creativo,1.5,1.7,0.0
Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28.0,1837,34,3,6,9,3,0,4.8,2.8,4.8,7.6,7,27,75,3,0,0.147,0.294,0.235,82.0,0,1,Delantero Goleador,7.58,8.2,-1.8
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,29.0,2223,34,1,4,5,1,0,3.1,3.5,2.8,6.3,32,103,87,7,0,0.04,0.162,0.126,39.8,0,1,Delantero Goleador,6.65,5.46,-2.1
Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,27.0,2466,29,0,0,0,0,0,1.1,0.7,1.1,1.8,11,45,3,5,1,0.0,0.0,0.04,13.3,0,1,Delantero Goleador,1.61,0.53,-1.1
Weston McKennie,us USA,MF,Juventus,it Serie A,25.0,2310,32,2,4,6,2,0,2.9,3.6,2.9,6.5,28,101,153,3,0,0.078,0.156,0.113,44.8,0,1,Delantero Goleador,6.51,5.58,-0.9
Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,25.0,2496,30,1,1,2,1,0,1.4,0.5,1.4,1.9,10,97,5,1,1,0.036,0.036,0.051,19.1,0,1,Delantero Goleador,1.84,1.89,-0.4
Dwight McNeil,eng ENG,MF,Everton,eng Premier League,24.0,1371,21,4,6,10,4,0,1.1,5.2,1.1,6.3,38,69,80,1,0,0.263,0.395,0.072,57.8,1,1,Delantero Goleador,6.08,8.5,2.9
Scott McTominay,sct SCO,MF,Napoli,it Serie A,27.0,2938,34,12,4,16,12,0,7.4,2.7,7.4,10.1,56,112,131,3,0,0.368,0.123,0.227,106.9,1,1,Delantero Goleador,10.63,15.05,4.6
Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,25.0,1603,23,1,0,1,1,0,0.9,0.2,0.9,1.0,2,27,3,2,0,0.056,0.0,0.051,16.7,1,0,Mediocampista Creativo,0.86,0.97,0.1
Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25.0,2543,29,0,1,1,0,0,1.8,2.0,1.8,3.8,46,174,42,15,1,0.0,0.035,0.064,16.0,0,1,Delantero Goleador,3.99,2.3,-1.8
Ben Mee,eng ENG,DF,Brentford,eng Premier League,34.0,183,7,0,0,0,0,0,0.0,0.0,0.0,0.0,3,11,2,2,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.3,0.0,0.0
Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,22.0,424,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,2,1,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.0,0.0
Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,16.0,544,12,2,0,2,2,0,2.5,0.6,2.5,3.1,8,6,37,0,0,0.333,0.0,0.417,46.2,0,0,Mediocampista Creativo,2.98,2.07,-0.5
Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27.0,1893,32,2,3,5,2,0,3.6,3.1,3.6,6.7,62,43,113,1,0,0.095,0.143,0.171,60.2,0,1,Delantero Goleador,6.81,6.27,-1.6
Arthur Melo,br BRA,MF,Girona,es La Liga,27.0,941,15,0,0,0,0,0,0.2,0.2,0.2,0.4,24,70,17,2,0,0.0,0.0,0.019,18.4,0,0,Mediocampista Creativo,0.28,0.09,-0.2
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22.0,1676,24,1,3,4,1,0,2.2,5.0,2.2,7.2,58,127,108,3,0,0.054,0.161,0.118,23.6,0,1,Delantero Goleador,7.27,5.6,-1.2
Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,27.0,1531,27,3,2,5,3,0,3.5,2.0,3.5,5.5,32,91,86,4,0,0.176,0.118,0.206,45.9,0,1,Delantero Goleador,5.64,5.43,-0.5
