Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Marc Roca,es ESP,MF,Betis,es La Liga,27.0,906,14,2,2,4,2,0,1.1,1.0,1.1,2.1,11,59,13,4,0,0.198,0.198,0.109,36.2,1,0,Mediocampista Creativo,1.95,3.14,0.9
Rodri,es ESP,FW,Betis,es La Liga,24.0,118,3,0,0,0,0,0,0.2,0.1,0.2,0.2,4,8,11,0,0,0.0,0.0,0.154,25.5,0,0,Mediocampista Creativo,0.01,0.08,-0.2
Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20.0,852,22,2,0,2,2,0,1.2,0.3,1.2,1.5,6,13,50,6,0,0.211,0.0,0.126,43.0,1,0,Mediocampista Creativo,1.28,2.06,0.8
Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26.0,1330,29,1,4,5,1,0,2.1,2.2,2.1,4.3,24,60,66,6,1,0.068,0.27,0.142,38.0,0,0,Mediocampista Creativo,4.23,4.32,-1.1
Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21.0,927,17,0,0,0,0,0,0.1,0.8,0.1,0.9,8,71,12,3,0,0.0,0.0,0.01,18.2,0,0,Mediocampista Creativo,0.69,0.16,-0.1
Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,36.0,2162,37,4,7,11,4,0,2.8,3.1,2.8,6.0,37,78,108,5,0,0.167,0.292,0.117,63.5,1,1,Delantero Goleador,5.91,9.63,1.2
Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30.0,1149,23,0,1,1,0,0,0.2,0.2,0.2,0.4,4,33,7,6,0,0.0,0.078,0.016,21.1,0,0,Mediocampista Creativo,0.13,0.71,-0.2
James Rodríguez,co COL,MF,Rayo Vallecano,es La Liga,33.0,140,6,0,0,0,0,0,0.3,0.2,0.3,0.5,3,13,7,1,0,0.0,0.0,0.187,18.5,0,0,Mediocampista Creativo,0.22,0.13,-0.3
Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21.0,2514,36,3,2,5,3,0,2.3,1.0,2.3,3.3,29,114,51,7,0,0.108,0.072,0.082,29.2,1,1,Delantero Goleador,3.4,4.16,0.7
Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18.0,1111,21,2,0,2,2,0,2.3,0.2,2.3,2.5,53,35,99,0,0,0.163,0.0,0.187,45.8,0,0,Mediocampista Creativo,2.6,2.4,-0.3
Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28.0,1758,21,0,3,3,0,0,1.6,1.5,1.6,3.0,25,128,39,2,0,0.0,0.154,0.082,29.0,0,1,Delantero Goleador,3.14,2.82,-1.6
Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31.0,1274,18,0,1,1,0,0,0.2,0.4,0.2,0.6,19,63,32,0,0,0.0,0.07,0.014,14.0,0,0,Mediocampista Creativo,0.44,0.72,-0.2
Rodrygo,br BRA,FW,Real Madrid,es La Liga,23.0,1928,30,6,5,11,6,0,4.0,3.0,3.9,6.9,113,108,253,0,0,0.28,0.234,0.187,98.8,1,1,Delantero Goleador,7.47,10.23,2.0
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25.0,1101,19,0,2,2,0,0,0.2,3.0,0.2,3.2,17,51,54,2,0,0.0,0.164,0.016,15.8,0,0,Mediocampista Creativo,2.89,2.14,-0.2
Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25.0,298,7,0,0,0,0,0,0.0,0.0,0.0,0.0,7,13,18,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.29,0.0,0.0
Morgan Rogers,eng ENG,FW,Aston Villa,eng Premier League,22.0,3114,37,8,10,18,8,0,6.6,7.8,6.6,14.4,114,123,188,10,0,0.231,0.289,0.191,139.0,1,1,Delantero Goleador,14.88,17.5,1.4
Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,22.0,965,19,0,1,1,0,0,0.8,1.7,0.8,2.5,20,22,60,2,0,0.0,0.093,0.075,22.1,0,0,Mediocampista Creativo,2.26,1.39,-0.8
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29.0,2672,32,2,0,2,2,0,2.4,0.3,2.4,2.6,8,90,4,4,2,0.067,0.0,0.081,22.1,0,1,Delantero Goleador,2.7,2.29,-0.4
Carlos Romero,es ESP,DF,Espanyol,es La Liga,22.0,2554,34,2,1,3,2,0,2.0,2.1,2.0,4.2,50,64,113,7,0,0.07,0.035,0.07,23.4,0,1,Delantero Goleador,4.1,3.44,0.0
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26.0,1416,18,1,0,1,1,0,1.6,0.6,1.6,2.2,12,71,3,3,0,0.064,0.0,0.102,17.5,0,0,Mediocampista Creativo,2.13,1.38,-0.6
Isaac Romero,es ESP,FW,Sevilla,es La Liga,24.0,2156,31,4,2,6,4,0,6.8,2.1,6.0,8.1,21,29,95,10,1,0.167,0.083,0.283,79.5,0,1,Delantero Goleador,9.13,7.61,-2.8
Luka Romero,ar ARG,FW,Alavés,es La Liga,19.0,199,6,0,0,0,0,0,0.8,0.2,0.0,0.2,3,0,12,0,0,0.0,0.0,0.364,27.0,0,0,Mediocampista Creativo,0.73,0.5,-0.8
Oriol Romeu,es ESP,MF,Girona,es La Liga,32.0,1356,25,0,0,0,0,0,0.1,0.3,0.1,0.4,22,73,8,5,0,0.0,0.0,0.007,18.2,0,0,Mediocampista Creativo,0.26,0.11,-0.1
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,29.0,1562,25,3,1,4,3,0,1.0,1.1,1.0,2.1,25,110,28,5,0,0.172,0.057,0.057,38.7,1,1,Delantero Goleador,2.08,3.22,2.0
Marten de Roon,nl NED,MF,Atalanta,it Serie A,33.0,3058,36,4,4,8,4,0,0.9,2.3,0.9,3.2,37,242,32,5,0,0.118,0.118,0.026,52.0,1,1,Delantero Goleador,3.39,6.65,3.1
Vitor Roque,br BRA,FW,Betis,es La Liga,19.0,1235,22,4,0,4,4,0,6.1,1.2,6.1,7.3,24,17,57,4,0,0.292,0.0,0.445,70.2,0,0,Mediocampista Creativo,7.52,4.92,-2.1
Pablo Rosario,do DOM,MF,Nice,fr Ligue 1,27.0,1775,29,3,1,4,2,1,3.8,0.6,3.0,3.5,17,89,25,6,1,0.152,0.051,0.193,43.7,0,1,Delantero Goleador,4.56,4.1,-0.8
Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22.0,1734,26,2,2,4,2,0,1.9,1.1,1.9,3.0,19,34,50,3,0,0.104,0.104,0.098,25.1,1,0,Mediocampista Creativo,2.88,3.75,0.1
Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21.0,1249,25,1,0,1,1,0,0.4,0.7,0.4,1.0,24,29,18,2,0,0.072,0.0,0.029,16.1,1,0,Mediocampista Creativo,0.89,0.82,0.6
Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27.0,2595,32,1,2,3,1,0,0.9,1.1,0.9,2.0,41,74,89,8,0,0.035,0.069,0.031,20.3,1,1,Delantero Goleador,1.94,2.35,0.1
Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,19.0,1670,26,3,3,6,3,0,1.8,1.3,1.8,3.1,25,50,91,4,1,0.161,0.161,0.097,30.4,1,1,Delantero Goleador,3.02,4.46,1.2
Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23.0,972,11,0,0,0,0,0,0.5,0.0,0.5,0.5,3,36,0,3,0,0.0,0.0,0.046,12.6,0,0,Mediocampista Creativo,0.27,0.22,-0.5
Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23.0,1212,18,1,0,1,1,0,0.5,0.3,0.5,0.8,6,52,4,1,0,0.074,0.0,0.037,16.2,1,0,Mediocampista Creativo,0.6,0.88,0.5
Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20.0,210,5,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,31.0,136,7,0,0,0,0,0,0.1,0.0,0.1,0.1,2,11,7,0,0,0.0,0.0,0.067,12.1,0,0,Mediocampista Creativo,-0.2,0.04,-0.1
Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22.0,2718,33,0,3,3,0,0,1.5,2.2,1.5,3.7,45,159,42,13,0,0.0,0.099,0.05,28.8,0,1,Delantero Goleador,3.82,3.11,-1.5
Jon Rowe,eng ENG,FW,Marseille,fr Ligue 1,21.0,807,28,3,3,6,3,0,3.5,4.5,3.5,8.0,30,31,96,2,0,0.333,0.333,0.389,67.5,0,0,Mediocampista Creativo,7.92,6.17,-0.5
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30.0,3406,38,1,3,4,1,0,2.9,1.1,2.9,4.0,30,188,2,2,0,0.026,0.079,0.077,24.5,0,1,Delantero Goleador,4.27,4.08,-1.9
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31.0,2291,29,0,0,0,0,0,1.7,0.5,1.7,2.3,20,94,4,3,0,0.0,0.0,0.067,14.0,0,1,Delantero Goleador,2.2,0.71,-1.7
Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22.0,1751,30,0,3,3,0,0,0.2,2.0,0.2,2.2,60,114,104,2,0,0.0,0.154,0.01,17.6,0,1,Delantero Goleador,2.21,2.47,-0.2
Aitor Ruibal,es ESP,DF,Betis,es La Liga,28.0,1313,29,1,3,4,1,0,0.9,2.4,0.9,3.3,21,50,64,5,0,0.068,0.205,0.062,22.1,1,0,Mediocampista Creativo,3.09,4.06,0.1
Abel Ruiz,es ESP,FW,Girona,es La Liga,24.0,1346,23,4,0,4,3,1,4.6,0.5,3.0,3.5,21,23,71,3,0,0.267,0.0,0.307,66.5,0,0,Mediocampista Creativo,5.22,4.64,-0.6
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28.0,1923,30,4,5,9,4,0,4.3,4.7,4.3,9.0,47,205,92,1,0,0.187,0.234,0.201,60.8,0,1,Delantero Goleador,9.36,9.37,-0.3
Georginio Rutter,fr FRA,MF,Brighton,eng Premier League,22.0,1656,28,5,3,8,5,0,4.6,2.5,4.6,7.1,42,67,79,2,0,0.272,0.163,0.25,61.4,1,1,Delantero Goleador,7.3,7.26,0.4
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26.0,2259,29,2,3,5,2,0,0.7,4.5,0.7,5.2,66,92,136,6,1,0.08,0.12,0.028,25.4,1,1,Delantero Goleador,5.11,4.89,1.3
Elias Saad,tn TUN,FW,St. Pauli,de Bundesliga,24.0,900,18,3,2,5,3,0,2.8,0.8,2.8,3.6,29,27,76,1,0,0.3,0.2,0.28,62.0,1,0,Mediocampista Creativo,3.61,4.46,0.2
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,1581,22,0,1,1,0,0,0.2,0.8,0.2,1.0,25,62,63,1,0,0.0,0.057,0.011,14.0,0,0,Mediocampista Creativo,0.83,1.06,-0.2
Emmanuel Sabbi,us USA,FW,Le Havre,fr Ligue 1,26.0,653,15,0,0,0,0,0,1.9,0.6,1.9,2.5,11,15,39,1,0,0.0,0.0,0.26,29.8,0,0,Mediocampista Creativo,2.36,0.75,-1.9
Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31.0,2058,34,0,2,2,0,0,0.1,1.9,0.1,2.1,36,88,43,3,0,0.0,0.087,0.004,15.7,0,1,Delantero Goleador,1.86,1.7,-0.1
Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,1616,26,1,0,1,1,0,1.8,1.6,1.8,3.3,24,97,70,3,0,0.056,0.0,0.1,26.6,0,0,Mediocampista Creativo,3.39,1.69,-0.8
Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29.0,1233,16,0,1,1,0,0,0.0,0.2,0.0,0.2,21,59,34,1,0,0.0,0.073,0.0,13.8,0,0,Mediocampista Creativo,0.03,0.78,0.0
Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27.0,825,16,5,0,5,5,0,3.4,0.7,3.4,4.1,9,7,49,4,0,0.543,0.0,0.37,71.0,1,0,Mediocampista Creativo,4.05,4.62,1.6
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27.0,227,7,0,0,0,0,0,0.2,0.2,0.2,0.4,5,5,18,1,0,0.0,0.0,0.08,25.5,0,0,Mediocampista Creativo,0.1,0.11,-0.2
Alexis Saelemaekers,be BEL,DF,Roma,it Serie A,25.0,1389,22,7,3,10,7,0,2.5,2.6,2.5,5.1,39,53,136,4,0,0.455,0.195,0.162,45.6,1,1,Delantero Goleador,5.08,8.2,4.5
Alexis Saelemaekers,be BEL,DF,Milan,it Serie A,25.0,90,1,0,0,0,0,0,0.0,0.1,0.0,0.1,7,4,13,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.2,0.06,0.0
Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27.0,1690,23,1,0,1,1,0,1.3,0.1,1.3,1.4,5,36,2,4,1,0.053,0.0,0.069,17.2,0,0,Mediocampista Creativo,1.23,1.01,-0.3
Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,2141,27,2,0,2,2,0,0.7,0.6,0.7,1.3,13,51,3,10,0,0.084,0.0,0.029,20.0,1,1,Delantero Goleador,1.1,1.91,1.3
Richie Sagrado,be BEL,DF,Venezia,it Serie A,20.0,140,3,0,0,0,0,0,0.1,0.0,0.1,0.1,0,2,5,1,0,0.0,0.0,0.062,12.1,0,0,Mediocampista Creativo,-0.22,0.13,-0.1
Osame Sahraoui,ma MAR,FW,Lille,fr Ligue 1,23.0,1293,30,3,3,6,3,0,2.9,3.6,2.9,6.5,69,89,159,1,0,0.208,0.208,0.201,66.0,1,1,Delantero Goleador,6.66,6.3,0.1
Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29.0,905,24,3,0,3,3,0,3.2,1.0,3.2,4.2,16,24,53,4,0,0.297,0.0,0.317,55.5,0,0,Mediocampista Creativo,4.18,3.2,-0.2
Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1018,16,1,0,1,1,0,1.0,0.8,1.0,1.8,19,22,33,3,0,0.088,0.0,0.088,16.8,0,0,Mediocampista Creativo,1.61,1.28,0.0
Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,22.0,1729,25,6,10,16,5,1,6.8,7.6,6.0,13.7,96,70,255,3,0,0.312,0.521,0.354,124.5,0,1,Delantero Goleador,14.76,15.56,-0.8
Marco Sala,it ITA,DF,Como,it Serie A,25.0,261,8,0,0,0,0,0,0.0,0.1,0.0,0.1,10,16,16,3,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.17,0.08,0.0
Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22.0,358,12,1,1,2,1,0,0.6,0.6,0.6,1.1,15,7,40,0,0,0.25,0.25,0.15,37.8,1,0,Mediocampista Creativo,0.95,1.88,0.4
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,3371,38,29,18,47,20,9,25.2,14.2,18.2,32.4,154,144,488,1,0,0.773,0.48,0.672,200.0,1,1,Delantero Goleador,41.33,40.44,3.8
Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22.0,152,3,0,1,1,0,0,0.3,0.1,0.3,0.5,8,2,15,0,0,0.0,0.588,0.176,14.2,0,0,Mediocampista Creativo,0.12,0.66,-0.3
Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24.0,373,17,0,0,0,0,0,0.7,0.3,0.7,1.0,12,9,28,0,0,0.0,0.0,0.171,26.8,0,0,Mediocampista Creativo,0.77,0.25,-0.7
Kike Salas,es ESP,DF,Sevilla,es La Liga,22.0,2238,31,3,2,5,3,0,1.9,0.6,1.9,2.5,7,59,18,6,0,0.12,0.08,0.076,28.7,1,1,Delantero Goleador,2.39,3.98,1.1
Manolis Saliakas,gr GRE,MF,St. Pauli,de Bundesliga,27.0,2314,30,2,1,3,2,0,1.5,2.6,1.5,4.1,28,93,80,4,0,0.078,0.039,0.058,34.2,1,1,Delantero Goleador,4.02,3.33,0.5
William Saliba,fr FRA,DF,Arsenal,eng Premier League,23.0,3039,35,2,0,2,2,0,2.3,0.9,2.3,3.1,16,138,6,2,1,0.059,0.0,0.068,22.0,0,1,Delantero Goleador,3.29,2.5,-0.3
Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25.0,1023,15,1,0,1,1,0,0.8,0.1,0.8,0.8,8,68,3,2,0,0.088,0.0,0.07,16.6,1,0,Mediocampista Creativo,0.77,0.86,0.2
Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31.0,797,13,0,0,0,0,0,0.8,0.2,0.8,1.1,7,24,1,3,0,0.0,0.0,0.09,13.0,0,0,Mediocampista Creativo,0.78,0.3,-0.8
Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22.0,1169,31,2,1,3,2,0,2.0,2.9,2.0,4.9,54,92,99,3,0,0.154,0.077,0.154,35.1,0,0,Mediocampista Creativo,4.97,3.45,0.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28.0,290,8,0,0,0,0,0,0.1,0.0,0.1,0.1,3,11,2,0,0,0.0,0.0,0.031,18.2,0,0,Mediocampista Creativo,-0.2,0.0,-0.1
Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28.0,1149,27,2,3,5,2,0,3.0,2.1,3.0,5.1,35,22,100,4,0,0.156,0.234,0.234,58.7,0,0,Mediocampista Creativo,5.08,5.1,-1.0
Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,1471,22,0,2,2,0,0,0.9,1.0,0.9,1.9,24,93,20,4,0,0.0,0.123,0.055,25.0,0,0,Mediocampista Creativo,1.84,1.8,-0.9
Junior Sambia,fr FRA,DF,Empoli,it Serie A,27.0,387,17,0,0,0,0,0,0.4,0.3,0.4,0.7,5,21,20,0,0,0.0,0.0,0.093,12.5,0,0,Mediocampista Creativo,0.44,0.42,-0.4
Chuky san jose,es ESP,MF,Valladolid,es La Liga,20.0,728,18,2,0,2,2,0,2.2,1.2,2.2,3.4,6,15,27,1,0,0.247,0.0,0.272,32.8,0,0,Mediocampista Creativo,3.23,2.3,-0.2
Antonio Sanabria,py PAR,FW,Torino,it Serie A,28.0,1318,26,2,1,3,2,0,2.9,0.5,2.1,2.6,6,18,54,2,0,0.137,0.068,0.199,51.0,0,0,Mediocampista Creativo,3.32,3.27,-0.9
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,1620,29,15,1,16,12,3,9.7,1.9,7.3,9.2,52,90,115,2,0,0.833,0.056,0.539,119.2,1,1,Delantero Goleador,12.33,15.3,5.3
Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35.0,437,13,0,0,0,0,0,0.8,0.2,0.8,1.0,2,19,19,0,0,0.0,0.0,0.163,27.0,0,0,Mediocampista Creativo,0.76,0.22,-0.8
Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,27.0,1395,33,0,0,0,0,0,1.1,0.6,1.1,1.7,18,38,53,3,0,0.0,0.0,0.071,20.0,0,0,Mediocampista Creativo,1.55,0.5,-1.1
Iván Sánchez,es ESP,MF,Valladolid,es La Liga,31.0,1404,32,2,1,3,2,0,0.7,2.9,0.7,3.5,60,77,93,4,0,0.128,0.064,0.045,32.8,1,1,Delantero Goleador,3.55,3.1,1.3
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,2026,25,2,0,2,2,0,0.5,0.3,0.5,0.8,4,34,4,6,0,0.089,0.0,0.022,19.8,1,0,Mediocampista Creativo,0.54,1.77,1.5
Juanlu Sánchez,es ESP,MF,Sevilla,es La Liga,20.0,1722,32,4,4,8,4,0,2.1,2.8,2.1,5.0,44,68,83,6,1,0.209,0.209,0.11,54.2,1,1,Delantero Goleador,4.88,6.51,1.9
Manu Sánchez,es ESP,DF,Alavés,es La Liga,23.0,2634,33,1,0,1,1,0,1.7,1.2,1.7,2.9,47,78,97,6,1,0.034,0.0,0.058,17.6,0,1,Delantero Goleador,2.93,1.23,-0.7
Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24.0,1764,31,3,4,7,3,0,2.2,3.7,2.2,5.8,102,90,225,2,0,0.153,0.204,0.112,68.0,1,1,Delantero Goleador,6.12,6.5,0.8
Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,1400,27,1,0,1,1,0,1.2,0.6,1.2,1.8,16,60,29,2,0,0.064,0.0,0.077,25.6,0,0,Mediocampista Creativo,1.69,1.19,-0.2
James Sands,us USA,MF,St. Pauli,de Bundesliga,24.0,453,7,0,0,0,0,0,0.1,0.0,0.1,0.1,0,16,6,1,0,0.0,0.0,0.02,18.2,0,0,Mediocampista Creativo,-0.2,0.0,-0.1
Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28.0,1637,30,11,5,16,11,0,10.2,5.5,10.2,15.8,75,64,266,2,0,0.604,0.275,0.56,151.8,1,1,Delantero Goleador,16.35,16.17,0.8
Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22.0,1244,16,3,0,3,3,0,1.0,0.1,1.0,1.1,11,48,3,4,1,0.217,0.0,0.072,24.0,1,0,Mediocampista Creativo,0.96,1.99,2.0
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26.0,590,13,0,1,1,0,0,0.0,0.4,0.0,0.4,1,27,4,3,0,0.0,0.152,0.0,20.7,0,0,Mediocampista Creativo,0.09,0.87,0.0
Nhoa Sangui,fr FRA,DF,Reims,fr Ligue 1,18.0,1158,26,0,2,2,0,0,0.1,0.5,0.1,0.6,21,45,53,3,0,0.0,0.155,0.008,15.7,0,0,Mediocampista Creativo,0.4,1.27,-0.1
Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23.0,754,16,1,1,2,1,0,3.5,0.6,3.5,4.1,21,15,67,0,0,0.119,0.119,0.417,45.0,0,0,Mediocampista Creativo,4.12,2.75,-2.5
Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23.0,3043,34,0,0,0,0,0,0.9,1.2,0.9,2.1,53,159,46,3,0,0.0,0.0,0.027,19.6,0,1,Delantero Goleador,2.24,0.99,-0.9
Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29.0,235,6,3,0,3,3,0,1.5,0.1,1.5,1.6,5,13,17,0,0,1.154,0.0,0.577,36.9,1,0,Mediocampista Creativo,1.43,2.21,1.5
Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29.0,927,13,0,0,0,0,0,0.9,1.0,0.9,1.9,10,45,11,1,0,0.0,0.0,0.087,19.6,0,0,Mediocampista Creativo,1.71,0.74,-0.9
Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29.0,482,10,0,1,1,0,0,0.1,0.3,0.1,0.4,3,28,9,1,0,0.0,0.185,0.019,20.9,0,0,Mediocampista Creativo,0.12,0.73,-0.1
Jesús Santiago,es ESP,MF,Getafe,es La Liga,20.0,372,19,0,0,0,0,0,0.0,0.0,0.0,0.0,4,16,4,5,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.29,0.02,0.0
Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20.0,2855,32,10,3,13,10,0,5.1,3.3,5.1,8.4,29,149,26,8,0,0.315,0.095,0.161,89.3,1,1,Delantero Goleador,8.69,10.95,4.9
Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22.0,404,7,0,0,0,0,0,0.4,0.6,0.4,1.0,24,17,43,1,0,0.0,0.0,0.089,12.5,0,0,Mediocampista Creativo,0.79,0.49,-0.4
Pablo Sarabia,es ESP,MF,Wolves,eng Premier League,32.0,814,23,3,2,5,3,0,2.9,1.8,2.9,4.6,15,60,62,3,0,0.333,0.222,0.322,44.8,1,0,Mediocampista Creativo,4.69,4.62,0.1
Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23.0,1907,32,4,1,5,4,0,3.2,2.1,3.2,5.4,31,41,103,1,0,0.189,0.047,0.151,66.8,1,1,Delantero Goleador,5.3,4.73,0.8
Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26.0,2711,38,8,6,14,8,0,10.7,8.5,10.7,19.2,75,85,183,4,0,0.266,0.199,0.355,96.7,0,1,Delantero Goleador,19.77,15.37,-2.7
Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25.0,1385,21,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0,0,0.0,0.0,0.019,12.4,0,0,Mediocampista Creativo,0.37,0.22,-0.3
Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18.0,2365,27,0,1,1,0,0,0.8,0.3,0.8,1.1,7,52,1,4,0,0.0,0.038,0.03,14.8,0,1,Delantero Goleador,0.9,0.89,-0.8
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32.0,2363,31,2,5,7,0,2,3.8,6.9,2.3,9.1,26,183,108,4,1,0.076,0.19,0.144,49.1,0,1,Delantero Goleador,10.79,7.63,-1.8
Sávio,br BRA,FW,Manchester City,eng Premier League,20.0,1766,29,1,8,9,1,0,5.0,6.9,5.0,11.9,137,67,246,3,0,0.051,0.408,0.255,75.0,0,1,Delantero Goleador,12.3,11.07,-4.0
Nicolò Savona,it ITA,DF,Juventus,it Serie A,21.0,1724,28,2,1,3,2,0,0.5,1.2,0.5,1.7,35,59,44,5,0,0.104,0.052,0.026,21.6,1,1,Delantero Goleador,1.57,2.41,1.5
Joe Scally,us USA,DF,Gladbach,de Bundesliga,21.0,2578,32,0,0,0,0,0,0.4,1.1,0.4,1.5,52,68,69,6,0,0.0,0.0,0.014,12.5,0,1,Delantero Goleador,1.43,0.71,-0.4
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20.0,272,6,0,0,0,0,0,0.1,0.0,0.1,0.1,5,20,7,2,0,0.0,0.0,0.033,12.1,0,0,Mediocampista Creativo,-0.17,0.0,-0.1
Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,18.0,665,15,0,0,0,0,0,0.1,0.1,0.1,0.2,12,22,44,1,0,0.0,0.0,0.014,12.1,0,0,Mediocampista Creativo,-0.05,0.07,-0.1
Kevin Schade,de GER,FW,Brentford,eng Premier League,22.0,2293,38,11,2,13,11,0,8.2,3.7,8.2,11.9,61,38,165,3,0,0.431,0.078,0.322,135.5,1,1,Delantero Goleador,12.34,12.76,2.8
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25.0,1534,26,1,1,2,1,0,0.6,0.9,0.6,1.5,23,55,42,3,0,0.059,0.059,0.035,27.2,1,0,Mediocampista Creativo,1.34,1.85,0.4
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32.0,2934,34,4,0,4,4,0,3.7,0.4,3.7,4.1,18,118,22,9,1,0.123,0.0,0.113,30.8,1,1,Delantero Goleador,4.29,3.94,0.3
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28.0,1684,31,21,0,21,20,1,12.7,0.6,11.9,12.5,7,21,107,4,0,1.123,0.0,0.679,200.0,1,1,Delantero Goleador,14.02,18.65,8.3
Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,30.0,247,13,0,0,0,0,0,1.1,0.3,1.1,1.3,0,3,15,1,0,0.0,0.0,0.407,27.8,0,0,Mediocampista Creativo,1.15,0.36,-1.1
